;;;;;;;;Office_Country_Code;;
Y7X45D;1438359552;nan;40;2457167;USD;1438011392;IKA;DK;BLL;1.53
VHPSQQ;1439065984;nan;40;2457186;EUR;1439645696;ATH;GR;BGO;86.81
11757K;1442723200;nan;40;2457222;USD;1442612608;AMS;CA;YYZ;1.4
MBG8O4;1437917952;nan;40;2457129;DKK;1435870208;TLV;DK;JFK;8481.78
OFH8CC;1442185856;L;40;2457211;SAR;1436923520;AUH;AE;AUH;0.42
R3Q2SL;1401874176;nan;40;2456611;NOK;1398004480;ALC;IT;MXP;171.01
FA8HDS;1430814848;nan;40;2457014;NOK;1427777664;SXF;DE;SVG;0.01
UJ4W70;1423617920;nan;40;2457084;COP;1422986496;BOG;SA;CCS;0.08
UR45OM;1443485696;nan;40;2457290;XOF;1444074752;GIG;ZA;JNB;0.01
U2OV4Z;1411963392;nan;40;2456720;DKK;1409624192;PVD;DK;CPH;2.87
5WU17X;1400774016;nan;40;2456567;EUR;1397155584;TFN;DE;MUC;0.01
TOBBSW;1446249984;nan;40;2457213;SAR;1441069952;RUH;SA;RUH;0.38
HJ8Y5B;1435781120;nan;40;2457173;NOK;1436819840;DKR;ZA;JNB;0.56
MPNM1X;1438908288;L;40;2457092;USD;1436772864;PMI;BR;GIG;273.19
OZNZ53;1440734720;nan;30;2457208;KRW;1443157888;JED;LV;CAI;92.54
PRKBT7;1440775808;nan;40;2457143;EUR;1437898880;MAD;SA;JED;15.11
B5Z5X4;1437394432;nan;40;2457146;GBP;1434972032;TBS;GB;LGW;10.75
1IO93R;1438439936;nan;20;2457187;SAR;1437459456;JED;SA;CAI;37.71
MHNTCR;1450477184;L;30;2457219;INR;1446545536;MNL;SA;RUH;0.45
B52G7N;1438055936;nan;40;2457181;EUR;1437777152;WAW;GR;BIO;0.03
NKMIMZ;1436542208;nan;40;2457262;EUR;1438344576;DEN;US;SJT;0.73
8LQCKM;1426688000;nan;40;2457023;AUD;1423882496;LHE;AU;MEL;85.95
0P7N0Z;1447632256;nan;40;2457284;EUR;1444902272;VKO;IT;LED;5.75
6TKOLW;1438900096;nan;40;2457218;EUR;1438395392;ODS;GL;UIO;0.13
CSODCZ;1454468864;B;40;2457353;EUR;1453188096;MSY;US;JFK;0.37
S2OYBG;1440385408;B;30;2457125;EUR;1439208320;MXP;FR;RIX;23698.89
ENLC70;1424582784;B;30;2457059;NOK;1424648960;SVG;US;HUY;1.04
V2SC9Q;1438113024;nan;40;2457167;CHF;1437516032;CPH;GB;RUH;0.05
R5RRXI;1456755072;L;40;2457152;SEK;1451653120;UME;SE;ARN;4403.81
VPXC31;1431510784;nan;40;2457023;COP;1433158528;VIE;CO;MDE;4403.81
VMMQ7U;1410146432;nan;20;2456847;BRL;1409075840;CGH;BR;GRU;4403.81
4AS22O;1437390976;nan;40;2457036;EUR;1434378880;ATH;GR;ATH;39495.89
9H47YQ;1414220416;nan;40;2456765;EUR;1410541952;YEG;FR;CDG;3.98
A5Y1GB;1401295616;nan;40;2456724;EUR;1400190080;MAD;FR;CPH;2.5
3EISI2;1441925632;L;40;2457245;AUD;1443590272;RUH;JP;HND;0.01
KEG9CW;1440264064;nan;40;2457091;PLN;1441087232;SOF;PL;WAW;0.01
WI6FRR;1439023616;nan;10;2457181;BRL;1439088384;POA;BR;GRU;79.03
77ND1X;1449039872;nan;40;2457234;EUR;1447309184;LAX;DE;MUC;0.02
16IPLQ;1441104896;nan;40;2457189;EUR;1439620608;WDH;DE;FRA;0.06
3BKM15;1454425088;nan;20;2457204;EUR;1452172160;MAD;ES;LIS;0.2
0QYHB7;1436735488;nan;20;2457202;USD;1437805568;AMS;NL;TLV;0.97
RPU8AE;1457353344;nan;20;2457343;SEK;1455779328;HEL;SE;ARN;4403.81
9JOGK0;1445248256;B;40;2457203;EUR;1444565888;VLC;GR;TMP;0.03
W2K54H;1439472256;nan;40;2457181;NOK;1439654144;RHO;NL;CPH;0.01
9P8KHM;1440268160;nan;40;2457227;NOK;1439449472;ARN;NO;GOT;0.37
I4E2DF;1414726272;nan;40;2456993;BRL;1414885632;BEY;BR;BEY;3190.43
OYRFOX;1441657856;nan;40;2457222;EUR;1440656512;CGK;EE;YUL;1.47
J9QR6A;1438883200;B;40;2457134;EUR;1437503232;TLL;SA;JED;0.7
J1E6TJ;1433696640;nan;40;2457266;USD;1437446016;FCO;NO;BGO;460.95
6UF998;1438747008;nan;40;2457191;EUR;1437546368;VLC;US;MIA;0.33
PF020E;1458129152;L;40;2457244;BRL;1455915520;OPO;PT;AEP;0.01
3TEHLI;1419785600;nan;40;2456987;MXN;1420658048;HEL;QA;DOH;4403.81
ECV5OX;1441705216;nan;40;2457220;BRL;1442397056;GIG;BR;GRU;4403.81
2XATYI;1440664064;nan;40;2457194;EUR;1440086912;PVG;IT;CPT;0.01
V5XPO3;1448642304;nan;40;2457179;DKK;1444493568;ARN;SE;CPH;3.96
DVC2JY;1444060032;nan;40;2457160;BRL;1442772480;LAX;BR;BSB;0.14
PD5JT8;1438262656;B;30;2457066;USD;1437900544;ATH;US;JFK;2016.02
FV6D3I;1444969216;L;40;2457119;NOK;1440939904;ARN;SE;OSL;8.36
YRYII3;1407774336;nan;40;2456822;COP;1407397888;LIS;HR;YUL;171.9
IJTJON;1441109888;nan;40;2457234;SAR;1440896640;CAI;US;MIA;0.08
FVZBMC;1415243136;nan;40;2456950;GBP;1415352320;LOS;GB;LHR;0.24
J1ABA8;1433396864;L;40;2457122;EGP;1432542080;DUR;EG;CAI;55.03
AN0B4Q;1442649472;nan;40;2457210;EUR;1442412928;LIS;PT;UIP;63469.59
Q3W5RL;1409710976;nan;40;2456704;EUR;1406673408;EDI;GB;MAD;62.16
FBVD7U;1400458496;nan;40;2456643;EUR;1399825408;LHR;GB;LCY;0.02
0SU5ZT;1397261824;nan;40;2456660;EUR;1395341312;AMS;FR;CDG;115478.77
6PLWD2;1439565056;nan;30;2457237;EUR;1441105024;SVO;IT;ORD;6.96
GARQWI;1440707840;nan;40;2457148;EUR;1439433472;MEX;ES;MAD;0.02
L0SJS8;1438447488;nan;20;2457176;AED;1437957632;AMM;AE;CAI;15.13
RLACM3;1440610048;nan;40;2457231;EUR;1439838336;ATH;FR;ORY;0.35
L09W88;1442193792;B;40;2457271;DKK;1441990144;CPH;SE;SDL;0.31
9TZIED;1443422976;B;40;2457202;SEK;1444177536;BMA;SE;GOT;0.37
KQE8U8;1447933056;nan;30;2457268;EUR;1445383936;LIN;DE;MUC;1797.26
JO4A6E;1419619200;B;40;2456962;USD;1417302400;SEA;US;ORD;0.09
42VSDB;1438052480;L;40;2457103;SGD;1435002880;LGW;PT;LIS;0.06
C8S7Q1;1421800320;nan;30;2457022;DKK;1423617664;SVO;DK;CPH;0.18
694OVD;1437292032;nan;40;2457087;NOK;1435712256;ARN;SE;MSQ;0.03
VCRV6P;1419634176;nan;40;2456929;EUR;1414916864;LIM;FR;CDG;0.01
CQDCEA;1430871168;nan;40;2457161;AUD;1435213824;PTY;AU;SCL;0.99
ZTOUZZ;1405978112;nan;40;2456806;EUR;1406534784;SCL;CH;GVA;0.02
5PFONS;1402369536;nan;40;2456702;EUR;1399878144;LHR;DE;FRA;0.12
72A8LV;1440717568;nan;40;2457218;ZAR;1440460544;LTN;ZA;JNB;0.01
92YTCB;1433829888;L;10;2457068;EUR;1432448256;MED;ES;BCN;126448.8
HL1XJ4;1437536512;nan;40;2457163;GBP;1436584704;GLA;GB;LIS;0.17
CYSFW0;1443153792;nan;40;2457176;EUR;1440072320;LPA;ES;MAD;0.08
C3RE6M;1442215424;nan;40;2457201;DKK;1441336192;LAX;DK;STR;0.02
7EOPTW;1427731840;nan;40;2457339;NOK;1428858368;BGO;NO;OSL;4403.81
0LQ746;1438510464;nan;40;2457155;EUR;1439436672;SOF;FR;CDG;2.47
H6S1Z3;1427398784;nan;40;2457091;EUR;1426303744;FDF;FR;MRS;10.3
EGCK6X;1434059776;nan;40;2457217;EUR;1431980672;FCO;IT;MXP;80558.73
OIWLCI;1421597312;nan;40;2457078;EUR;1417498112;MUC;FR;LYS;0.01
S43510;1418701824;nan;40;2456914;BRL;1416895232;ORY;BR;GIG;4403.81
AWJP04;1444455424;L;40;2457132;AUD;1439714432;SYD;GB;LGW;1.87
2BYX06;1443057408;nan;40;2457083;DKK;1439167104;CPH;DK;BLL;0.01
OGLX5A;1394222464;nan;40;2456622;DKK;1393863808;LJU;DK;CPH;134855.55
5AF9XF;1437483136;nan;40;2457178;EUR;1437088000;ATH;GR;UAQ;21.45
TAXS59;1412804992;nan;40;2456932;EUR;1411031680;CPH;DE;FRA;0.11
WCF1CK;1410940672;nan;40;2457020;EUR;1411468416;CPH;DK;AMS;1.96
8U3TXH;1410516096;nan;40;2456841;EUR;1411237504;AMS;ES;MAD;3.66
K5EAKJ;1436663296;L;40;2457168;BRL;1438537088;TIV;PT;LIS;622.12
MQEMHM;1448136064;nan;40;2457294;SAR;1445040256;JED;SA;CAI;12.14
3NDK3A;1408784640;L;30;2456934;EUR;1410035584;FNC;NO;CPH;6420.02
Y8WQ1A;1439391616;nan;40;2457139;EUR;1439235840;NCE;DE;ZRH;0.04
3Q5W8J;1411529088;nan;40;2456836;EUR;1409357952;SXF;DE;SVG;0.02
H4XRU1;1443716096;nan;40;2457256;EUR;1442256128;MLA;FR;CDG;0.12
NRANK6;1440380672;nan;40;2457186;EUR;1438131456;ATH;GR;ATH;0.17
4Q532I;1438224256;L;20;2457029;AUD;1439181952;VKG;PT;SYD;0.02
8IUFYJ;1439849216;nan;40;2457254;EUR;1441369088;CPH;PT;LIS;241.1
WZOMC9;1440179328;nan;40;2457129;AUD;1441980032;RUN;AU;SYD;0.05
JAI40O;1410101888;nan;40;2456918;EUR;1411608704;DBV;DE;HAJ;0.07
EHIPJX;1407731328;nan;40;2456721;EUR;1405764992;LIS;LU;FNC;229.96
0L12N5;1413681536;nan;40;2456902;EUR;1413251584;ATH;GR;BSB;95.03
48TFGR;1439609984;nan;40;2457173;BRL;1439482624;CDG;US;JIB;0.03
84YILU;1421612416;nan;20;2457085;USD;1423373568;ARN;US;SLP;0.01
BC9ENB;1442371328;B;20;2457244;EUR;1444600704;BRU;PT;LJU;3.28
JIA4LA;1444842752;L;40;2457251;ZAR;1443855744;LOS;ZA;PLZ;0.51
Q37W02;1449410176;nan;40;2457277;EUR;1448334080;CPH;FR;CDG;0.13
FARV74;1421084288;nan;40;2457078;EUR;1418347648;TLL;FR;CDG;0.01
B8JJQF;1451376768;nan;40;2457326;GBP;1452855552;LHR;SE;ARN;2.15
6XLAQK;1429390336;nan;40;2456873;CHF;1426653952;MEL;FR;CDG;0.21
78ZIAS;1442083456;nan;40;2457260;DKK;1443668352;CPH;HR;PRG;5334.4
OQMF7U;1413683968;nan;30;2456688;EUR;1413703680;EDI;GB;LHR;0.55
8MQMYJ;1452152832;nan;40;2457330;EUR;1451337984;PTP;FR;ORY;0.01
N1QTSQ;1435962368;nan;40;2457213;SEK;1438846208;BRU;SE;SDE;4.57
L5TJ7G;1427001856;nan;40;2457031;USD;1427732352;VCP;BR;BSB;4403.81
VOS3UC;1450047616;nan;40;2457229;USD;1448183040;MXP;IL;TLV;748.34
C20CON;1419014656;nan;40;2456757;AUD;1412290304;FCO;AU;JED;5620.69
WAH9P9;1448710144;nan;40;2457144;SAR;1442974464;JED;SA;CAI;62.5
TGDHP2;1442700672;nan;40;2457217;USD;1442609536;SLC;US;OTP;4403.81
F11Y9I;1406153088;nan;20;2456830;GBP;1406844160;LGW;NO;ABZ;0.01
VN6F29;1447404544;nan;20;2457229;EUR;1448132608;DKR;TW;TPE;0.07
2Y9C8B;1432810880;nan;20;2457128;AUD;1429516416;LIS;AU;SYD;22.19
0Z8JCE;1434923264;nan;40;2457139;EUR;1433750656;SKG;DE;HAM;0.01
8AG5UH;1436531200;B;40;2457185;ZAR;1437221632;LOS;ZA;ELS;0.28
UWVP0F;1441026688;nan;40;2457201;SAR;1438213888;JED;SA;LHR;0.06
F5VQI5;1454154240;nan;40;2457114;EUR;1448113024;CDG;DE;FRA;8.95
EDALQK;1442792448;L;40;2457049;USD;1439633792;KBP;US;LAX;0.59
NST91I;1444419712;nan;40;2457157;EUR;1443796608;LAX;FR;VCE;698.51
Y2IIUO;1438705280;L;40;2457040;NOK;1436327808;CPH;NO;DOH;0.87
3DV0WY;1444572160;L;40;2457082;EUR;1440453376;VKO;RU;SIP;396.17
42IRS0;1441817728;nan;40;2457211;EUR;1440369280;TLS;DE;DUS;4403.81
9T2IC6;1434439168;nan;40;2457155;USD;1435158016;CDG;EE;PDL;0.05
M2AK8N;1445228672;L;40;2457144;INR;1442435584;ATQ;SE;ARN;0.01
X6NL3H;1433020288;L;40;2457040;USD;1429571456;YYZ;IL;TLV;0.06
5JZLPN;1436797056;nan;40;2457247;USD;1439890816;LGW;CZ;PRG;4.14
MQC7Y3;1445634432;nan;40;2457183;BRL;1443973120;NAT;BR;GRU;0.02
893ZPM;1422643712;nan;40;2456929;NOK;1417544064;BKK;NO;OSL;0.45
ZXJA4M;1440817792;nan;40;2457233;EUR;1440968960;SAW;IT;OTP;37.04
64Y9RM;1467331840;nan;30;2457422;INR;1465655680;KBP;CA;DEL;4403.81
5SM6LN;1464262528;L;40;2457434;EUR;1464158464;CDG;BR;GIG;0.02
2TY8OU;1443362432;nan;40;2457246;SEK;1443047808;LAX;SE;GOT;0.03
PH5VXG;1425093632;nan;40;2457157;SEK;1426989824;BOG;SE;GOT;0.01
UDV2LV;1447143040;nan;40;2457246;EUR;1447472640;LIN;NL;AMS;3.92
RJ65NN;1446206464;L;40;2457133;AUD;1441862144;JFK;AU;SYD;4403.81
LJS4J1;1457396096;nan;40;2457369;EUR;1459223424;ZRH;FR;ORY;0.03
5KOIMC;1430785920;nan;40;2457097;EUR;1429988608;FLR;DE;STR;0.23
63C6UX;1419145984;nan;40;2456952;EUR;1416013824;FCO;AU;SYD;0.02
9SV2ED;1412862848;nan;40;2456838;EUR;1412376192;JTR;FR;ORY;0.12
BUMIV9;1424999680;nan;40;2456969;EUR;1420963200;VCE;FR;CDG;0.01
4PH4VL;1440524288;B;40;2456986;EUR;1436991616;LED;DE;DUS;0.01
TG0SQC;1417398016;nan;40;2456972;EGP;1416867840;CGK;EG;DOH;0.03
V9M53E;1441192960;L;40;2457021;EUR;1438776192;AMS;AT;MUC;4403.81
OOGCQW;1438661248;L;40;2457255;EGP;1439246592;GIG;EG;CAI;2766.58
CDU2R3;1463430016;nan;40;2457351;EUR;1461342848;LHR;FR;SOU;0.77
ZACFPE;1423506816;L;40;2457046;GBP;1422479360;WAW;GB;LHR;0.38
MPYVAI;1450780288;nan;10;2457154;EUR;1448660352;BEY;FR;CDG;32638.8
2E0ZX7;1438025344;nan;40;2457126;EUR;1438841728;LJU;FR;ORY;0.06
Z24V73;1440213760;nan;40;2457210;USD;1438802176;TRV;SA;AUH;36.69
3DS54O;1448029568;L;40;2457176;EUR;1447055360;PEI;ES;SVO;8449399.0
K06MKX;1425853952;L;40;2456939;SAR;1419006464;RUH;SA;GRU;38.06
RLA7R7;1451823360;nan;40;2457206;INR;1448982400;ARN;IT;MAN;0.05
KU6C67;1443068672;nan;40;2457194;USD;1441529216;SEA;US;MIA;5.98
RJ7YK7;1415622912;nan;40;2456920;DKK;1416544000;HEL;DK;CPH;4403.81
O3M7H3;1440871552;nan;40;2457141;XOF;1435969920;JED;EG;CAI;0.01
3S8CT9;1441272192;B;40;2457199;GBP;1442023040;CCJ;GR;JNB;69.31
GX26NH;1435334144;nan;40;2457169;SAR;1434274048;DMM;SA;JED;0.96
14GDOB;1434855936;L;40;2457221;EUR;1433017600;AMS;NL;AMS;0.05
GG5XDO;1422973312;nan;40;2457114;EUR;1425165184;AMS;CZ;PRG;421.17
AP3R6W;1420103168;nan;20;2456985;EUR;1418486016;MAD;FR;CAI;6.64
HMB3CN;1438569728;L;40;2456873;EUR;1436133888;PUJ;DE;TXL;0.02
MFAFTL;1439305088;B;40;2457155;GBP;1437860224;LCA;GB;LHR;0.01
MLODI0;1445576576;L;40;2457255;EUR;1444204032;SXF;FR;DUS;0.01
UCGNMR;1444264320;L;40;2457188;EUR;1442547712;USM;BR;GRU;1.55
3SPM5P;1423621888;L;40;2457010;DKK;1424135040;ARN;DK;CPH;0.53
NPOHDC;1410317440;L;30;2456550;DKK;1408352768;CPH;FR;CDG;932.35
TWPC5H;1408519168;nan;40;2456874;NOK;1407654272;FCO;NO;AGP;115.42
346TMA;1440627456;nan;40;2457094;EUR;1437155840;CDG;FR;CDG;9.47
IH97TI;1402953600;nan;40;2456773;EUR;1401703168;AMS;DE;MUC;0.1
W9X41O;1435244928;nan;40;2457176;EUR;1435089920;REC;ES;BCN;0.02
XJKBRJ;1435614336;nan;30;2457175;GBP;1436388224;LIM;GB;CDG;17334.05
DJLT5C;1434400256;nan;40;2457141;EUR;1433652736;SKG;FR;ORY;0.09
RGK6JC;1448015744;nan;40;2457329;BRL;1449236096;LJU;SI;LJU;74866.98
IQ7YAH;1410824832;nan;20;2456703;USD;1409920128;LIM;DE;HAJ;0.37
YILO75;1437658368;nan;40;2457170;NOK;1432966912;PMI;NO;OSL;4403.81
RLX77Z;1407834112;L;40;2456892;EUR;1409393408;OPO;PT;LIS;0.01
TMWP9F;1434587136;nan;20;2457080;NOK;1434290944;CAI;NO;TRF;0.07
95HQH1;1441762176;nan;40;2457194;CAD;1442785152;HAN;ZA;YYZ;0.01
X3AQXT;1439257728;nan;40;2457198;EUR;1438273920;SCL;ES;BHO;0.03
2MSRS9;1437586816;nan;40;2457132;EUR;1435590656;FLR;DE;TXL;7.42
5KBW68;1445040896;nan;40;2457150;SEK;1445983744;ZAG;EE;GOT;1150.3
CHQXP7;1443670912;L;40;2456942;USD;1438718080;JED;BR;EZE;30.86
BUUY2Z;1435678208;nan;40;2457150;EUR;1435306240;SVO;DE;HAM;1.12
XFONU3;1448824448;L;40;2457203;DKK;1446205440;LIS;DK;LHR;0.01
PN3UTY;1444418560;B;40;2457308;NOK;1444720256;OSL;NO;KRS;0.01
4XI0QU;1438984832;nan;40;2457181;DKK;1439446144;TLL;DK;CPH;17148.92
RASH75;1437611648;nan;40;2457101;EUR;1435669120;ATH;DE;TXL;0.01
U7W8H1;1421089408;nan;30;2457020;EUR;1422190848;SOF;HR;AMS;29.69
TFNLGR;1436527104;nan;30;2457218;NOK;1435414272;FCO;NO;TRD;407.04
47XXUL;1442973312;nan;40;2457195;COP;1444360064;CLO;CO;BOG;1.44
947F8D;1440708608;nan;40;2457232;EUR;1443072000;MAD;CZ;PRG;0.01
43AUBF;1441605504;nan;40;2457202;EUR;1440811008;AUH;GR;WDH;1.08
86AH6D;1440831872;B;30;2457234;USD;1442890752;LHR;ZA;JNB;1935734.0
L9I2AJ;1435582208;nan;30;2457032;INR;1433374976;MUC;NO;OSL;0.24
BMJ9CY;1435974784;nan;40;2456937;USD;1431158528;LAX;US;KHH;0.35
BL9MO6;1444629504;L;40;2456857;EUR;1438442752;BCN;DE;XRY;0.02
TXKYLZ;1405595520;nan;40;2456703;EUR;1404388224;GIG;DE;ORY;0.08
VFPFNZ;1452313088;nan;40;2457383;SAR;1450178304;JED;SA;RUH;1.64
DTB8E5;1424385664;nan;20;2457047;ARS;1425353856;CDG;AR;COR;0.06
Z76S63;1413547648;nan;40;2456919;SEK;1412484352;GVA;DK;HEL;3.14
9NLYWN;1403590528;nan;30;2456722;INR;1403092608;VNO;NO;ACC;0.01
OSHD8Y;1438858752;B;20;2457210;EUR;1441245568;CDG;FR;GVA;0.01
LT7VOD;1431303168;nan;40;2457043;PLN;1430539008;HAN;PL;WAW;1.08
D5TS4Y;1440446848;nan;40;2457183;EUR;1437313024;CDG;ES;OVD;0.07
M6BRQ2;1422003712;nan;30;2457001;ARS;1422501248;AXD;AR;AEP;0.04
8T8VY6;1440253696;nan;30;2457186;COP;1441972608;AMM;TW;TPE;10.04
DY97Q5;1447489920;L;20;2457273;SEK;1448087040;MXP;BE;VNO;0.01
SOLOIC;1442132992;nan;40;2457157;AUD;1441782016;LCA;AU;SYD;0.1
M33C6E;1473059840;nan;40;2457459;EUR;1472706944;LHR;ES;MAD;1.88
UC34EQ;1458196224;nan;30;2457373;EUR;1457823872;MAD;DK;CPH;6646.11
HDHNFU;1444693760;nan;40;2457263;EUR;1445072512;SCL;AT;MAD;4403.81
3VQMPA;1440240384;nan;40;2457240;USD;1438205952;FCO;ES;CCS;26683.75
YE7AXX;1442909440;B;20;2457150;NOK;1443775488;ZAG;NO;NVK;0.01
X0Z6DN;1434544128;nan;40;2457134;GBP;1434842112;VCE;GB;MAN;3654.55
V6SADT;1445251200;B;10;2457254;USD;1444772864;PVG;IL;TLV;0.01
L6WSKD;1424793216;L;40;2456973;EUR;1426322432;DBV;DE;HAJ;0.02
8Q59UZ;1440593408;nan;40;2457203;BRL;1440563968;ATH;BR;SOF;151.97
6YSHFZ;1440987776;nan;40;2457236;SAR;1440779392;JED;SA;DXB;0.08
5E7LX2;1417379200;nan;40;2457002;SEK;1416798336;LHR;DK;GOT;428313.5
E5UBHU;1450750336;nan;20;2457269;EUR;1448030976;FOR;DE;LHR;0.01
4FUJ3M;1435074816;nan;40;2457032;GBP;1435129984;LHR;HR;ZAG;173.94
TE0KRG;1428607232;nan;30;2457016;CZK;1428419200;VNO;SE;PRG;0.35
I4FYOS;1435102720;nan;10;2457154;EUR;1436581888;LOS;ES;BCN;111.17
0OBNRF;1449019776;nan;30;2457361;EUR;1450084480;SOF;GB;LHR;13701.54
JV5YQ2;1436460416;nan;40;2457154;EUR;1435880448;TRN;NL;GDN;4.66
TALE1L;1427393280;nan;40;2457010;SAR;1426097536;TNR;SA;CAI;94206.54
GG44NL;1439064704;nan;40;2457111;EUR;1436633472;LPA;ES;BCN;41.29
0127U7;1442288128;L;40;2457128;SAR;1436272768;DAC;SA;RUH;6.78
1ZM06T;1440262656;nan;40;2457217;EUR;1441959296;WAW;PL;LCA;17.8
SEZRYZ;1449452288;B;20;2457266;DKK;1448262912;LAX;DK;CPH;12.44
JPS4H5;1438977280;B;40;2457186;EUR;1439777920;MNL;LV;RIX;3.96
EAJIGH;1398501760;nan;40;2456740;EUR;1395571328;FCO;GR;ATH;500.7
AMQ8UH;1438552448;nan;40;2457183;INR;1435586560;KBP;IT;UIO;5.34
3TWC1B;1439774848;nan;40;2457150;PLN;1438088704;ARN;PL;WAW;4403.81
ZO69OI;1430240384;nan;40;2457103;NOK;1429254400;OSL;NO;BGO;0.83
ZIIK4D;1440836096;B;40;2457126;SEK;1439804416;HEL;SE;GOT;0.02
UQDM8M;1435545088;nan;40;2457172;EUR;1436084608;ISB;AU;ATH;0.64
HLYQ81;1439102464;nan;40;2457179;USD;1438761984;AMS;IL;HEL;0.04
LB739U;1444885504;nan;40;2457211;AUD;1440409856;SDQ;AR;SYD;9.91
XLMDU8;1407403136;nan;40;2456893;EUR;1408630144;DOH;ES;MAD;4.26
9X8LSU;1409284992;nan;40;2456851;EUR;1410749056;OSL;FI;HEL;0.29
LIWQTJ;1407761664;nan;30;2456899;NOK;1407475584;CPH;NO;OSL;0.41
X4W85V;1424206976;nan;40;2457057;DKK;1424028160;ATH;DK;CPH;10728.08
8Z593D;1438863872;nan;40;2457202;GBP;1437050368;LHR;GB;LHR;5.86
DZYEHZ;1461364608;nan;40;2457403;EUR;1460220672;ORN;FR;ORY;0.09
JEIK3U;1449132160;nan;40;2457325;JOD;1448256256;MAD;EG;UIO;7.95
0SDQXQ;1442428928;nan;40;2457206;NOK;1442941952;OSL;NO;BGO;0.01
CKRF4G;1449311360;nan;40;2457306;EUR;1449637632;PTY;ES;MAD;189.97
WNDZWG;1421504384;nan;40;2456933;DKK;1417832832;KBP;DK;CPH;84.6
5GU1Q9;1441735296;nan;40;2457155;EUR;1436634624;SAL;ES;TFN;0.01
KJUYFC;1401875072;nan;20;2456652;GBP;1402634496;JED;GB;LGW;0.83
N0DLHY;1440785536;nan;40;2457126;EUR;1439923200;FDF;FR;CDG;0.01
OVLL34;1416716672;nan;40;2456888;USD;1415526528;CCS;VE;OUL;0.06
S6DKR6;1445285248;nan;40;2457210;EUR;1446735872;BRU;ES;BRU;0.27
DFQ0VM;1401880192;nan;40;2456747;EUR;1401784832;CPH;GR;GRU;20174.99
RJ8106;1408100608;nan;40;2456812;BRL;1406377728;NOU;BR;CAI;0.09
XIRCP1;1439335040;nan;40;2457282;EUR;1439819392;ATH;FR;HER;0.22
LF94CB;1429460736;L;40;2457122;GBP;1428336640;JNB;GB;DXB;351.1
0R1LTM;1439842176;nan;20;2457230;EUR;1441064576;LHR;ES;BCN;166.67
31BT8B;1439730048;B;40;2457245;EUR;1442654464;CDG;BE;FCO;0.03
7YL0PS;1438354688;nan;20;2457142;BRL;1438052480;SCL;BR;GRU;0.01
HFLLMU;1454504704;nan;40;2457350;GBP;1454521984;ZAG;GB;LHR;15.59
LDWUY3;1445835520;nan;40;2457237;RUB;1442119168;FCO;GB;MAN;1185.54
CHQ19X;1431442944;B;40;2457062;NOK;1430485760;CPH;NO;KSD;0.24
E5K1W9;1401584640;nan;40;2456749;EUR;1402140544;CDG;BE;AAR;25.47
R3Q2YZ;1437654272;B;40;2457121;EUR;1438390272;OSL;FI;HEL;312.29
IY0R2D;1435419392;B;40;2457162;USD;1438232832;BRU;CH;TLV;0.01
KXYVDC;1443154560;nan;40;2457125;PLN;1441116928;CGK;PL;ATH;0.02
0DNWOP;1412487296;nan;40;2456763;INR;1410930688;NCE;NO;OSL;5.68
C6U7W6;1439424256;L;40;2457128;EUR;1438999936;ZRH;PT;LIS;0.01
9LQX1R;1448181504;nan;40;2457240;EUR;1446703616;LAX;ES;MAD;0.02
54K7GA;1442193664;nan;40;2457225;EUR;1442729216;SJU;ES;MAD;0.66
EC4VO8;1442219648;B;40;2457140;GBP;1440955520;ZAG;GB;LCY;0.03
BOG9SE;1439111424;nan;40;2457229;EUR;1440745344;LCA;PT;TLL;57.68
78N6J4;1436824960;nan;40;2457138;SAR;1437398272;CPT;LV;RIX;6.42
LRO3OC;1431102976;B;30;2457096;EUR;1432312448;LUX;GR;LIS;27.23
5WSUBQ;1425057920;nan;30;2457050;EUR;1423163136;AMS;FR;ORY;9.74
WDDLQI;1445419264;nan;40;2457201;USD;1437049984;BOG;US;IKA;4403.81
XESRF3;1409998336;nan;20;2456858;BRL;1409979008;MUC;BR;GIG;0.03
B1J4AX;1430767232;nan;40;2457176;EUR;1431087232;LJU;HR;SVO;115.96
3XYQIQ;1437703040;nan;40;2457129;EUR;1436270720;FLR;DE;FRA;2.7
PG26UJ;1411613952;nan;40;2456784;EUR;1411170176;VLC;ES;MAD;0.09
0OJEC9;1421716864;nan;40;2456975;USD;1419357056;CDG;SE;GEV;32.07
LN0OMO;1440479488;nan;40;2457178;EUR;1437427712;LPA;DE;FRA;4403.81
S9XQB7;1436368896;L;40;2457112;EUR;1436701056;MLE;ZA;ELS;0.15
FSWJ79;1435518848;nan;40;2457209;NOK;1435585664;GIG;NO;DXB;188.92
JEK8G6;1439184896;nan;40;2457167;NOK;1435251456;ALC;NO;BGO;0.01
6CJF9D;1432992640;nan;40;2457096;SEK;1431830272;AMS;NL;GOT;0.02
HZFMNX;1404863232;nan;40;2456873;BRL;1404086912;LIS;BR;SOF;538.11
5YJ3ZK;1401517952;nan;20;2456792;EUR;1402833664;PTY;BG;LJU;0.11
VLT2OP;1453139968;nan;20;2457255;EUR;1452988672;VCE;SE;CDG;0.01
UCK8QQ;1457648384;nan;40;2457372;GBP;1455334144;VCE;US;MAN;0.89
Z9SU6O;1410138368;nan;20;2456836;EUR;1409910400;AEP;BR;COR;0.18
